"#MSM",Making Sense of Location-based Micro-posts Using Stream Reasoning.
"#Microposts",A Reverse Approach to Named Entity Extraction and Linking in Microposts.
"(KNOW@LOD/CoDeS)@ESWC",A Two-Fold Quality Assurance Approach for Dynamic Knowledge Bases: The 3cixty Use Case.,A Hybrid Method for Rating Prediction Using Linked Data Features and Text Reviews.
ChinaCom,A design of FPGA-based DSRC receiver.
ChinaGrid,EDGeS: A Bridge between Desktop Grids and Service Grids.
ChinaSIP,Cough signal recognition with Gammatone Cepstral Coefficients.,"New wireless acoustic array node for localization, beamforming and source separation for bio-complexity bird data collection and study."
ChineseCSCW,DeepLoc: A Location Preference Prediction System for Online Lodging Platforms.,Measuring Node Similarity for the Collective Attention Flow Network.
Chronos,Eine Welt im Datenrausch: Computeranlagen und Datenmengen als gesellschaftliche Herausforderung in der Bundesrepublik Deutschland (1965-1975).
Chua's Circuit,Experimental Demonstration of Secure Communications via Chaotic Synchronization.,Transmission of Digital signals by Chaotic Synchronization.
CiE,Divide and Conquer Computation of the Multi-string BWT and LCP Array.,Bayesian Data Integration and Enrichment Analysis for Predicting Gene Function in Malaria.,Cohesive Powers of Linear Orders.,An Environment Aware P-System Model of Quorum Sensing.,Diminishable Parameterized Problems and Strict Polynomial Kernelization.
CinC,A Multicentric Study of Long-term Rhythm Patterns in Heart Rate.,A Vectorcardiographic Evaluation of the Consensus Criteria for Early Repolarization.
Circuits Syst. Signal Process.,High-Frequency and ETP-Efficient Range-Matching Scheme.
Circuits Syst.,Integrated Off-Line Ballast for High Brightness LEDs with Dimming Capability.
"Circuits, Logic, and Games",Proof Complexity of Propositional Default Logic.
"Circuits, Signals, and Systems",Streaming scratchpad memory organization for video applications.,A heart murmur detection system using spectrograms and artificial neural networks.,Narrow band cross-coupled microstrip filter using miniaturized hairpin resonators.,Modeling and simulation of high capacitance ratio RF MEMS shunt switch.
CitRec@RecSys,Bumblebee friendly planting recommendations with citizen science data.
CitiFog@SenSys,Providing Occupancy as a Service with Databox.
CitiLab@ICWSM,Studying Multicultural Diversity of Cities and Neighborhoods through Social Media Language Detection.
CitiSens,Transportation Planning Based on GSM Traces: A Case Study on Ivory Coast.
Classes of Directed Graphs,Digraphs of Bounded Width.,Miscellaneous Digraph Classes.,Quasi-Transitive Digraphs and Their Extensions.,"Basic Terminology, Notation and Results.",Tournaments and Semicomplete Digraphs.,Planar Digraphs.
Classic Works of the Dempster-Shafer Theory of Belief Functions,A Framework for Evidential-Reasoning Systems.
Classical and Quantum Information Assurance Foundations and Practice,Quantum key distribution and cryptography: a survey.
Classification and Clustering for Knowledge Discovery,Comparison Between Five Classifiers for Automatic Scoring of Human Sleep Recordings.
Classification and Data Mining,A Continuous Time Mover-Stayer Model for Labor Market in a Northern Italian Area.,Issues on Clustering and Data Gridding.,Misspecification Resistant Model Selection Using Information Complexity with Applications.,The Application of M-Function Analysis to the Geographical Distribution of Earthquake Sequence.
"Classification, Pattern Recognition and Reduction of Dimensionality",11 Cluster analysis software.,32 Covariance matrix representation and object-predicate symmetry.,25 Continuous speech recognition: Statistical methods.,20 A unifying viewpoint on pattern recognition.,16 Structural methods in image analysis and recognition.
CleanDB,Column Heterogeneity as a Measure of Data Quality.
ClinicalNLP@COLING 2016,A fine-grained corpus annotation schema of German nephrology records.
"Cliques, Coloring, and Satisfiability",An exact quadratic 0-1 algorithm for the stable set problem.,SAT versus UNSAT.,Polyhedral methods for the maximum clique problem.,A linear programming and rounding approach to max 2-sat.
Cloud Computing Law,Negotiated Contracts for Cloud Services.,Public Sector Cloud Contracts.,Who is Responsible for Personal Data in Clouds?,What is Regulated as Personal Data in Clouds?,Which Law(s) Apply to Personal Data in Clouds?,Standard Contracts for Cloud Services.
Cloud Computing and Digital Media,GPU and Cloud Computing for Two Paradigms of Music Information Retrieval.
Cloud Computing for Data-Intensive Applications,Supporting a Social Media Observatory with Customizable Index Structures: Architecture and Performance.
Cloud Computing for Logistics,"Logistics Software Systems and Functions: An Overview of ERP, WMS, TMS and SCM Systems."
"Cloud Computing, 2nd Ed.",Big Data Analytics in Healthcare: A Cloud-Based Framework for Generating Insights.
Cloud Computing,"An Efficient Framework for Running Applications on Clusters, Grids, and Clouds."
Cloud Forward,Current and Future Challenges of Software Engineering for Services and Applications.,Developing and Operating Time Critical Applications in Clouds: The State of the Art and the SWITCH Approach.
Cloud-Based Benchmarking of Medical Image Analysis,Annotating Medical Image Data.,Datasets Created in VISCERAL.,Multiatlas Segmentation Using Robust Feature-Based Registration.,Ethical and Privacy Aspects of Using Medical Image Data.
Cloud-I,An efficient and secure data sharing framework using homomorphic encryption in the cloud.,Anonyfrag: an anonymization-based approach for privacy-preserving BPaaS.
CloudCom (1),"The Who, What, Why, and How of High Performance Computing in the Cloud."
CloudCom (2),BonFIRE: The Clouds and Services Testbed.
CloudCom-Asia,CUDAGA: A Portable Parallel Programming Model for GPU Cluster.,UNIO: A Unified I/O System Framework for Hybrid Scientific Workflow.,An Architecture-Based Autonomous Engine for Services Configuration and Deployment in Hybrid Clouds.,An Efficient Index Method for Multi-Dimensional Query in Cloud Environment.
CloudCom,The CACTOS Vision of Context-Aware Cloud Topology Optimization and Simulation.,A Cloud Environment for Data-intensive Storage Services.
CloudComp,Enabling SDN Experimentation with Wired and Wireless Resources: The SmartFIRE Facility.
CloudDB@CIKM,The Yahoo!: cloud datastore load balancer.
CloudDP@EuroSys,Storage and performance optimization of long tail key access in a social network.
CloudMDE@MoDELS,The Evolution of CloudML and its Applications.
CloudNG@EuroSys,Self-Healing in a Decentralised Cloud Management System.
CloudNet,Internet of Robotic Things: Context-Aware and Personalized Interventions of Assistive Social Robots (Short Paper).
Cloudtech,Design and implementation of a smart gateway for IoT applications using heterogeneous smart objects.,Autonomous Wireless Sensor Networks in automated IPM.,A Comparative Analysis of Local and Cloud Access Assessment for Multimodal Interactive Application.,Heterogeneous Cloud Computing: Design Methodology to Combine Hardware Accelerators.
Clust. Comput.,A Collaborative Informatics Infrastructure for Multi-Scale Science.
Clustering and Information Retrieval,Clustering in Metric Spaces with Applications to Information Retrieval.
Co-HPC@SC,Abstract machine models and proxy architectures for exascale computing.
CoALP-Ty,Structural Resolution for Abstract Compilation of Object-Oriented Languages.,Extending Coinductive Logic Programming with Co-Facts.
CoBuild,The Aware Home: A Living Laboratory for Ubiquitous Computing Research.
CoCo@NIPS,MS MARCO: A Human Generated MAchine Reading COmprehension Dataset.
CoCoME,Modelling with Relational Calculus of Object and Component Systems - rCOS.
CoDIT,Monitoring of Production Processes and the Condition of the Production Equipment through the Internet.
CoG,A Local Approach to Forward Model Learning: Results on the Game of Life Game.
CoLIS,et al.: Collaboration Services in a Participatory Digital Library: An Emerging Design.
CoNEXT Companion,Fast Multi-string Pattern Matching using PISA.,Efficient Microservices with Elastic Containers.
CoNEXT Student Workhop,Towards impactful routing research: running your own (Emulated) as on the (Real) internet.
CoNEXT Student Workshop,Building Blocks for an Elastic Mobile Core.
CoNEXT,Scheduling techniques for hybrid circuit/packet networks.
CoNLL Shared Task (1),The CoNLL-SIGMORPHON 2018 Shared Task: Universal Morphological Reinflection.
CoNLL Shared Task (2),CoNLL 2017 Shared Task: Multilingual Parsing from Raw Text to Universal Dependencies.
CoNLL Shared Task,The CoNLL-2009 Shared Task: Syntactic and Semantic Dependencies in Multiple Languages.
CoNLL/LLL,Minimal Commitment and Full Lexical Disambiguation: Balancing Rules and Hidden Markov Models.,Learning from Parsed Sentences with INTHELEX.
CoNLL,Learning Computational Grammars.
CoPDA@AVI,ParkPal: Towards Ad-Hoc Route Planning for Runners.
CoPDA@IS-EUD,User-Centered Event Data Modelling and Analytics.
CoPDA@NordiCHI,"Motivation, Participation, and Engagement in Human Work Interaction Design Literature.",Key Issues for Enhancing Citizen Participation in Co-constructing City Futures.
CoRL,ROBOTURK: A Crowdsourcing Platform for Robotic Skill Learning through Imitation.
CoRR,The IceProd Framework: Distributed Data Processing for the IceCube Neutrino Observatory.
CoRoNet@MOBICOM,"Versatile sensing for mobile devices: cost, performance and hardware prototypes."
CoRoNet@MobiCom,Building a spectrum map for future cognitive radio technology.,Understanding cross-band interference in unsynchronized spectrum access.
CoSECivi,?Puede un videojuego ayudarnos a predecir los resultados de aprendizaje?,Living-UGR: Una Aventura Grfica Geolocalizada para Difundir el Patrimonio de la Universidad de Granada.
CoVieW@MM,New Feature-level Video Classification via Temporal Attention Model.,"Learning to Detect, Associate, and Recognize Human Actions and Surrounding Scenes in Untrimmed Videos."
Coalgebraic Logics,09502 Abstracts Collection - Coalgebraic Logics.
Code Generation for Embedded Processors,Challenges in code generation for embedded processors.
Code Generation,A Quantitative Algorithm for Data Locality Optimization.
Code Instrumentation and Modeling for Parallel Performance Analysis,07341 Executive Summary - Code Instrumentation and Modeling for Parallel Performance Analysis.,07341 Abstracts Collection - Code Instrumentation and Modeling for Parallel Performance Analysis.
CodeSwitch@ACL,Code-Mixed Question Answering Challenge: Crowd-sourcing Data and Techniques.
CodeSwitch@EMNLP,Overview for the First Shared Task on Language Identification in Code-Switched Data.
CodeSwitch@LREC,A New Dataset for Natural Language Inference from Code-mixed Conversations.,Semi-supervised acoustic and language model training for English-isiZulu code-switched speech recognition.
Codes and Association Schemes,On additive GF(4) codes.,On identifying codes.
Codes for Boundary-Value Problems in Ordinary Differential Equations,Workshop: Selection of Shooting Points.
Coding And Quantization,Decoding on a Finite State Transition Diagram While Avoiding a Sub-Diagram.,Table-Driven Decoding of Convolutional Codes with Soft Decision.
Coding Theory and Applications,Experimental direct-sequence spred-spectrum digital mobile radio transmission.,Concatenated coding schemes for HF channels.
CogALex@COLING,Discovering Conceptual Metaphors using Source Domain Spaces.
CogART,CORAGE: an OFDMA-based cognitive radio system in emergency scenarios.
CogMI,GRAHIES: Multi-Scale Graph Representation Learning with Latent Hierarchical Structure.
CogRob@AAAI,Plan Recognition by Program Execution in Continuous Temporal Domains.,Augmenting the Reachable Space in the NAO Humanoid Robot.,Cognitive Robotics Using the Soar Cognitive Architecture.,Personalized Guided Tour by Multiple Robots through Semantic Profile Definition and Dynamic Redistribution of Participants.
CogRob@KR,Which tool to use? Grounded reasoning in everyday environments with assistant robots.
CogSIMA,Mapping the Information Flows for the Architecture of a Nationwide Situation Awareness System : (Poster).
CogSci,Extending Rationality.
Cogn. Comput.,"Open Challenges in Modelling, Analysis and Synthesis of Human Behaviour in Human-Human and Human-Machine Interactions."
Cogn. Process.,"Cognitive and emotional demands of black humour processing: the role of intelligence, aggressiveness and mood."
Cogn. Sci.,Translating the ICAP Theory of Cognitive Engagement Into Practice.
Cogn. Syst. Res.,Towards an integrated robotics architecture for social inclusion - The RAPP paradigm.
Cogn. Technol. Work.,"The ""Out-of-the-Loop"" concept in automated driving: proposed definition, measures and implications."
Cognition Beyond the Brain,Computer-Mediated Trust in Self-interested Expert Recommendations.
"Cognition, Communication and Interaction",Building a pedagogy around action and emotion: experiences of Blind Opera of Kolkata.,'Use' Discourses in System Development: Can Communication Be Improved?,Knowledge in co-action: social intelligence in collaborative design activity.,"Multimedia Archiving of Technological Change in a Traditional Creative Industry: A Case Study of the Dhokra Artisans of Bankura, West Bengal."
"Cognition, Control and Learning for Robot Manipulation in Human Environments","09341 Abstracts Collection - Cognition, Control and Learning for Robot Manipulation in Human Environments.","09341 Summary - Cognition, Control and Learning for Robot Manipulation in Human Environments."
Cognitive Aspects of Computational Language Acquisition,Phon: A Computational Basis for Phonological Database Building and Model Testing.
Cognitive Biases in Visualizations,Four Perspectives on Human Bias in Visual Analytics.
Cognitive Ergonomics,Real Time Graphic Simulation of Visual Effects of Egomotion.,Introduction.,Human Cognition and Human Computer Interaction.
Cognitive Internet of Things,Multi-task Deep Learning for Fine-Grained Classification/Grading in Breast Cancer Histopathological Images.
Cognitive Robotics,Research with Collaborative Unmanned Aircraft Systems.,Coming up With Good Excuses: What to do When no Plan Can be Found.
Cognitive Systems,The PlayMate System.
Cognitive Technology,Cognitive Dimensions of Notations: Design Tools for Cognitive Technology.
Cognitive Vehicular Networks,Data Dissemination in Cognitive Vehicular Networks.
Cognitive Vision Systems,Cognitive Vision: Integrating Symbolic Qualitative Representations with Computer Vision.
"Coherence: Insights from Philosophy, Jurisprudence and Artificial Intelligence",Coherence and Reliability in Judicial Reasoning.
Coll. Res. Libr.,Beyond Gatekeepers of Knowledge: Scholarly Communication Practices of Academic Librarians and Archivists at ARL Institutions.
CollSec,Homogeneity as an Advantage: It Takes a Community to Protect an Application.
CollabTech,Children's Social Behavior Analysis System Using BLE and Accelerometer.
CollaborateCom,Light CS cooperation/coordination - a Lightweight Collaboration Suite for Groupware.
Collaboration Meets Interactive Spaces,Rich Digital Collaborations in a Small Rural Community.
Collaboration and the Semantic Web,SpotTheLink.,Knowledge Management.,Ontological Collaboration Engineering.
Collaboration between Human and Artificial Societies,Towards a Formal Specification of Complex Social Structures in Multi-agent Systems.,Reflective Reasoning in a Case-Based Reasoning Agent.
Collaboration in Creative Design,Combining User Needs and Stakeholder Requirements: The Value Design Method.,Creativity and Collaboration in Early Design.
Collaborative Design for Embedded Systems,Case Studies in Co-modelling and Co-simulation.,Support for Co-modelling and Co-simulation: The Crescendo Tool.
Collaborative Design in Virtual Environments,An Immersive Virtual Reality Mock-Up for Design Review of Hospital Patient Rooms.
Collaborative Financial Infrastructure Protection,Trust and Privacy.,CoMiFin Architecture and Semantic Rooms.
Collaborative Recommendations,Scalability and Distribution of Collaborative Recommenders.,Recommendations Biases and Beyond-Accuracy Objectives in Collaborative Filtering.
Collaborative Software Engineering,Continuous Coordination Tools and their Evaluation.,The GRIFFIN Collaborative Virtual Community for Architectural Knowledge Management.
Collaborative Virtual Environments,Designing Interactive Collaborative Environments.
Collaboratively-Built Knowledge Sources and AI,Open Mind Common Sense: Crowd-sourcing for Common Sense.
Collision-Based Computing,Universal Computing in Reversible and Number-Conserving Two-Dimensional Cellular Spaces.
Color Imaging Conference,Color reproducibility of skin lesions in multispectral video: Experimental evaluation.
"Color Imaging: Device-Independent Color, Color Hard Copy, and Graphic Arts",Detecting method of subjects' 3D positions and experimental advanced camera control system.,Requirements for dry hard copy in medical diagnostic applications.
"Color Imaging: Device-Independent Color, Color Hardcopy, and Applications",Color image reproduction based on multispectral and multiprimary imaging: experimental evaluation.
"Color Imaging: Device-Independent Color, Color Hardcopy, and Graphic Arts",Standard portrait image and image quality assessment: II. Triplet comparison.
"Color Imaging: Displaying, Processing, Hardcopy, and Applications",Recreating Van Gogh's original colors on museum displays.
"Color Imaging: Processing, Hardcopy, and Applications",LCD TV comparable to CRT TV for moving image quality: world's best MPRT LCD TV.
ComComAP,A Filtering Slot Antenna by the Air-Filled Annular Waveguide Structure.,Overview: Spoof Surface Plasmon Polariton Transmission Line and Splitters.
Comb. Probab. Comput.,On Even-Degree Subgraphs of Linear Hypergraphs.
Comb.,Lines in hypergraphs.
Combinatorial Optimization - Methods and Applications,Combinatorial Optimization in VLSI Design.,Branching on Split Disjunctions.
Combinatorial Optimization,Practical problem solving with cutting plane algorithms in combinatorialoptimization.,Efficient algorithms for disjoint paths in planar graphs.,Hypermetrics in geometry of numbers.,Algorithmic Characterization of Bipartite b-Matching and Matroid Intersection.,Solving Real-World ATSP Instances by Branch-and-Cut.,A Simplex-Based Algorithm for 0-1 Mixed Integer Programming.
Combinatorial Scientific Computing,Getting Started with Zoltan: A Short Tutorial.
Combinatorial and Algorithmic Foundations of Pattern and Association Discovery,Subwords in reverse-complement order.
Combinatorics and Computer Science,Finding an Antidirected Hamiltonian Path Starting with a Forward Arc from a Given Vertex of a Tournament.,On Embedding 2-Dimensional Toroidal Grids into de Bruijn Graphs with Clocked Congestion One.,Contiguity Orders.,Worst-Case Analysis for On-Line Data Compression.
Combinators and Functional Programming Languages,"Combinateures, Catgoriques et Implmentation des Languages Fonctionnels."
Combining Experimentation and Theory,Mascot Robot System Based on Fuzzy Control Technology.,On the Paradoxical Success of Mamdani's Minimum-Based Inference.,A Quantitative View on Quasi Fuzzy Numbers.
Combining the Advantages of Product Lines and Open Source,08142 Abstracts Collection - Combining the Advantages of Product Lines and Open Source.,A product line organization using an open development method.
CommNet,Capacity analysis under generalized composite fading conditions.,Achievable Ergodic Capacity Under F Composite Fading Conditions.,Achievable Fixed Rate Capacity in Emerging Wireless Systems (Invited Paper).
Commun. ACM,Computational sustainability: computing for a better world and a sustainable future.
Commun. Assoc. Inf. Syst.,What Every Business Student Needs to Know About Information Systems.
Commun. Inf. Syst.,Prediction of molecular energy using deep tensor neural networks.
Commun. Netw.,TCP Window Based Congestion Control -Slow-Start Approach.,Maximizing Resilient Throughput in Peer-to-Peer Network.
Commun. Nonlinear Sci. Numer. Simul.,Dynamic safety assessment of a nonlinear pumped-storage generating system in a transient process.,Spatiotemporal solitary modes in a twisted cylinder waveguide shell with the self-focusing Kerr nonlinearity.,Systems accounting for energy consumption and carbon emission by building.
Commun. Res.,What Holds Attention to Television?
Commun. Stat. Simul. Comput.,"Reconstruction of the Infection Curve for SARS Epidemic in Beijing, China Using a Back-Projection Method."
CommunicabilityMS,Analyzing e-governance mainstays on municipalities websites.
Communicating Embedded Systems,Tools for Model-Checking Timed Systems.
Communication Systems and Applications,Evaluation Architecture for Digital Radio Mondiale Multimedia Applications.
Communication Systems and Networks,"Falcon, a software defined radio transceiver concept."
Communication Systems: The State of the Art (IFIP World Computer Congress),Performance of Telecommunication Systems: State of the Art.,Enhancing Web Performance.
Communication in Multiagent Systems,A FIPA Compliant Goal Delegation Protocol.,Process Algebra for Agent Communication: A General Semantic Approach.
"Communication, Network, and Information Security","A classification of security patterns for the transactions between a requester, an intermediary, and a web-service.","Security framework for supervisory control and data acquisition, automation systems, and networks.",Experimental evaluation of network security through a hierarchical quantitative metrics model.
Communications and Computer Networks,Low-cost direction of arrival estimation iN TD-SCDMA receivers with smart antennas.,Implementation concept of A LCR-TDD node B with RSS beamforming capabilities.,Performance of RSS beamforming for TD-SCDMA transceivers.
Communications and Discoveries from Multidisciplinary Data,Categorized and Integrated Data Mining of Medical Data.
Communications and Multimedia Security,A Theoretical Framework for Data-Hiding in Digital and Printed Text Documents.
Communications and Networking in Education,Interactive distance learning between Japan and Germany.
Communications in Computing,A Performance Evaluation of Vertical Handoff Scheme between IEEE 802.16e and cdma2000 Networks.
"Communications, Internet, and Information Technology",Considerations on the bit error probability of optical CDMA systems.,Using pint/spirits architecture to enhance intelligent networks service solutions.,A multi-platform contents management system for online constellation learning.
Community Computing and Support Systems,Methodology for Large Scale Experimentation: A Discussion Report.
Community-Built Databases,Collaborative Environments: Accessibility and Usability for Users with Special Needs.
Comp. Int. and Neurosc.,Effects of Visual Attention on Tactile P300 BCI.
Comp. Meth. in Biomech. and Biomed. Eng.: Imaging & Visualization,Holistic classification of CT attenuation patterns for interstitial lung diseases via deep convolutional neural networks.,Thermographic quantitative variables for diabetic foot assessment: preliminary results.,ProViz: a tool for explorative 3-D visualization and template matching in electron tomograms.
CompEd,CEO: A Triangulated Evaluation of a Modeling-Based CT-Infused CS Activity for Non-CS Middle Grade Students.
CompIMAGE Special Track,Recognizable polyhexes languages and their acceptors.,Evaluation of new character segmentation approach for offline cursive handwriting recognition in the state of art.,Using Turning Functions to refine shapes.
CompIMAGE,Numerical Methods for the Semi-automatic Analysis of Multimodal Wound Healing Images.
CompLife,Algorithms for the Automated Absolute Quantification of Diagnostic Markers in Complex Proteomics Samples.
CompMod,Modelling Spatial Interactions in the Arbuscular Mycorrhizal Symbiosis using the Calculus of Wrapped Compartments
CompSci@CIKM,Recommending program committee candidates for academic conferences.,Verb selection using semantic role labeling for citation classification.,Recommending intra-institutional scientific collaboration through coauthorship network visualization.
CompSens,Controlling aseptic sterilization processes by means of a multi-sensor system.
CompSysTech,Serbian virtual observatory.
Companion Technology,Multi-modal Information Processing inCompanion-Systems: A Ticket Purchase System.
Comparative Genomics,"OMA, A Comprehensive, Automated Project for the Identification of Orthologs from Complete Genome Data: Introduction and First Achievements."
Compcon,A neural network approach to handprint character recognition.
Compendium of Quantum Physics,Rigged Hilbert Spaces in Quantum Physics.,Bohmian Mechanics.
Compiler Construction,Symbol Table Access.,Run-Time Storage Management.,Semantic Analysis.,Two-Level Grammars.,Assembly and Linkage.,Optimization.,Addendum.,Review of Formalisms and Notation.,Introduction to Compiler-Compilers.,Lexical Analysis.,Special Run-Time Organization Techniques for Algol 68.,Portable and Adaptable Compilers.,What the Compiler Should Tell the User.,Programming Language Design.,Code Generation.,Structuring Compiler Development.,Using the CDL Compiler-Compiler.,Transformational Grammars.,Relationship of Languages to Machines.,LL(1) Grammars and Analysers.,Historical Remarks on Compiler Construction.,Compiler Construction.,LR Grammars and Analysers.,Error Recovery and Correction - An Introduction to the Literature.
Compiler Optimizations for Scalable Parallel Systems Languages,The Sisal Project: Real World Functional Programming.
CompleNet,Techniques for Brain Functional Connectivity Analysis from High Resolution Imaging.
Complex (1),Studies on Interpretive Structural Model for Forest Ecosystem Management Decision-Making.
Complex (2),Visual Analysis of Complex Networks and Community Structure.
Complex Adapt. Syst. Model.,On the modeling and analysis of the biological regulatory network of NF-\({\kappa }\)B activation in HIV-1 infection.
Complex Adaptive Systems,Rethinking STEM Education: An Interdisciplinary STEAM Curriculum.,Partial Least Squares (PLS) Applied to Medical Bioinformatics.
Complex Automated Negotiations,The Second Automated Negotiating Agents Competition (ANAC2011).
Complex Data Warehousing and Knowledge Discovery for Advanced Retrieval Development,Built-In Indicators to Support Business Intelligence in OLAP Databases.,Mosaic.
Complex Manifolds,"Stable Bundles, Instantons and C?-Structures on Algebraic Surfaces.",Proper Holomorphic Mappings of Complex Spaces.,An Overview of Recent Advances in Hodge Theory.
Complex Pattern Mining,A Machine Learning Approach for Walker Identification Using Smartphone Sensors.,A Latitudinal Study on the Use of Sequential and Concurrency Patterns in Deviance Mining.
Complex Syst. Informatics Model. Q.,Enabling Responsible Online Gambling by Real-time Persuasive Technologies.
Complex Syst.,Large-Scale Modeling of Economic Systems.
Complex System Modelling and Control Through Intelligent Soft Computations,A Hybrid Global Optimization Algorithm: Particle Swarm Optimization in Association with a Genetic Algorithm.,Signal Based Fault Detection and Diagnosis for Rotating Electrical Machines: Issues and Solutions.
Complex Systems in Knowledge-based Environments,A Layered Approach to Composition and Interoperation in Complex Systems.
Complex.,Patient-Specific Coronary Artery 3D Printing Based on Intravascular Optical Coherence Tomography and Coronary Angiography.,An Agent-Based Model of Leader Emergence and Leadership Perception within a Collective.
ComplexRec@RecSys,Personalized Voice Search for Internet TV.,The Seven Layers of Complexity of Recommender Systems for Children in Educational Contexts.,Workshop on Recommendation in Complex Scenarios (ComplexRec 2017).
Complex,The Crossover Point: Comparing Policies to Mitigate Disruptions.,Behaviors of Actors in a Resource-Exchange Model of Geopolitics.
Complexity Theory: Current Research,Reductions to Sets of Low Information Content.
Complexity and Approximation,A Survey on Double Greedy Algorithms for Maximizing Non-monotone Submodular Functions.,Edge Computing Integrated with Blockchain Technologies.
Complexity of Boolean Functions,Quantum Network Coding.
Complexity of Computer Computations,Simple Proofs of Lower Bounds for Polynomial Evaluation.,Isomorphism of Planar Graphs.
Complexity of Constraints,A Unifying Theory of Structural Decompostions for the Constraint Satisfaction Problems.,06401 Abstracts Collection - Complexity of Constraints.,Dualities for Constraint Satisfaction Problems.,Uniform Constraint Satisfaction Problems and Database Theory.,06401 Executive Summary - Complexity of Constraints.
Component Deployment,A Component Model for Field Devices.
Component-Base Modeling and Simulation,04041 Abstracts Collection - Component-Based Modeling and Simulation.
Component-Based Software Development for Embedded Systems,Connecting Embedded Devices Using a Component Platform for Adaptable Protocol Stacks.,Component-Based Engineering of Distributed Embedded Control Software.
Component-Based Software Quality,Towards a Quality Model for the Selection of ERP Systems.
Compontent Database Systems,Extensible Indexing Support in DB2 Universal Database.
"Comprehensive Approach as ""Sine Qua Non"" for Critical Infrastructure Protection",Improving Critical Infrastructure Protection and Resilience against Terrorism Cyber Threats.,Outsourcing as an Important Source of Risk in the Management of Terrorist Threats.
Compressed Sensing,Face recognition by sparse representation.
Compulog Newsletter,DB&LP: A WWW Bibliography on Databases and Logic Programming
Comput. Aided Civ. Infrastructure Eng.,Automated Pixel-Level Pavement Crack Detection on 3D Asphalt Surfaces Using a Deep-Learning Network.
Comput. Aided Des.,Generative Design Conversion to Editable and Watertight Boundary Representation.
Comput. Aided Geom. Des.,Accurate geometry modeling of vasculatures using implicit fitting with 2D radial basis functions.,C2 Hermite interpolation by Pythagorean-hodograph quintic triarcs.
Comput. Animat. Virtual Worlds,Reproducing works of Calder.
Comput. Appl. Biosci.,Automat: a novel software system for the systematic search for protein (or DNA) similarities with a notable application to autoimmune diseases and AIDS.,Automat and BLAST: comparison of two protein sequence similarity search programs.
Comput. Appl. Eng. Educ.,Analysis of adaptive e-learning systems with adjustment of Felder-Silverman model in a Moodle DLS.,The construction and online/offline blended learning of small private online courses of Principles of Chemical Engineering.,Supporting the development of interactive applications in introductory programming courses.,AIM-Mobile Learning Platform to enhance the teaching-learning process using smartphones.,Using learning style-based diagnosis tool to enhance collaborative learning in an undergraduate engineering curriculum.,Novel design and development of advanced remote electronics experiments.
Comput. Artif. Intell.,Performance Prediction of PARALLEL Systems by Simulation.
Comput. Biol. Chem.,Designing anti-Zika virus peptides derived from predicted human-Zika virus protein-protein interactions.
Comput. Biol. Medicine,ARIANNA: A research environment for neuroimaging studies in autism spectrum disorders.
Comput. Biomed. Res.,Augmented Reality Simulator for Training in Two-Dimensional Echocardiography.,"Comparison between Human and Artificial Neural Network Detection of Laplacian-Derived Electroencephalographic Activity Related to Unilateral Voluntary Movements, ."
Comput. Chem. Eng.,Application of high throughput technologies to drug substance and drug product development.
Comput. Chem.,Cooperative programming in crich ystallography.
Comput. Commun. Rev.,XIA: architecting a more trustworthy and evolvable internet.
Comput. Commun.,An open source traffic engineering toolbox.,The 'pure-IP' Moby Dick 4G architecture.
Comput. Complex.,Quantum Query Complexity of Almost All Functions with Fixed On-set Size.
Comput. Educ.,An analysis of student collaborative problem solving activities mediated by collaborative simulations.,Impact of a remote lab on teaching practices and student learning.
Comput. Electr. Eng.,FPGA and ASIC implementations of the etaT pairing in characteristic three.
Comput. Electron. Agric.,Pronosticos AClimateColombia: A system for the provision of information for climate risk reduction in Colombia.
Comput. Entertain.,Accessible Multimodal Media Center Application for Blind and Partially Sighted People.
Comput. Environ. Urban Syst.,Annually modelling built-settlements between remotely-sensed observations using relative changes in subnational populations and lights at night.
Comput. Games J.,For Whom the Games Toll: A Qualitative and Intergenerational Evaluation of What is Serious in Games for Older Adults.
Comput. Geom.,Compatible geometric matchings.,Non-crossing matchings of points with geometric objects.
Comput. Geosci.,Increasing the maturity of measurements of essential climate variables (ECVs) at Italian atmospheric WMO/GAW observatories by implementing automated data elaboration chains.
Comput. Graph. Forum,State of the Art on Neural Rendering.
Comput. Graph. Image Process.,Computer analysis of chest radiographs.
Comput. Graph. X,Shape analysis of 3D nanoscale reconstructions of brain cell nuclear envelopes by implicit and explicit parametric representations.
Comput. Graph.,Anatomy Studio: A tool for virtual dissection through augmented 3D reconstruction.,Visual analysis of regional myocardial motion anomalies in longitudinal studies.
Comput. Hum. Behav.,The role of HEXACO personality traits in different kinds of sexting: A cross-cultural study in 10 countries.,"Towards a cross-cultural assessment of binge-watching: Psychometric evaluation of the ""watching TV series motives"" and ""binge-watching engagement and symptoms"" questionnaires across nine languages."
Comput. Humanit.,Book reviews.
Comput. Ind. Eng.,Empowering and engaging industrial workers with Operator 4.0 solutions.
Comput. Ind.,Enterprise engineering and management at the crossroads.
Comput. Inf. Sci.,The Influence of Community Characteristics towards Telecentres Success.
Comput. Informatics,Fostering Multi-Scientific Usage in the Iberian Production Infrastructure.
